Date,Trips over the past 24-hours (midnight to 11:59pm),Cumulative trips (since launch):,Miles traveled today (midnight to 11:59 pm),Miles traveled to date:,Total Annual Members (All Time),24-Hour Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),filename,Cumulative trips (since launch),Miles traveled to date,Total Annual Memberships Sold
9/12/15,33282,21617178.0,68420,37119143.0,,2620,192,./data-milestraveled2015_3Q.csv,,,145145.0
9/13/15,34308,21651486.0,72749,37191892.0,,2814,215,./data-milestraveled2015_3Q.csv,,,145406.0
9/14/15,44367,21696523.0,83150,37276407.0,,1751,240,./data-milestraveled2015_3Q.csv,,,145619.0
9/15/15,48402,21744925.0,88238,37364645.0,,1533,227,./data-milestraveled2015_3Q.csv,,,145951.0
9/16/15,50780,21795705.0,91197,37455842.0,,1424,199,./data-milestraveled2015_3Q.csv,,,146279.0
9/17/15,50275,21845980.0,91433,37547275.0,,1508,206,./data-milestraveled2015_3Q.csv,,,146611.0
9/18/15,49946,21895926.0,95186,37642461.0,,2090,226,./data-milestraveled2015_3Q.csv,,,146874.0
9/19/15,42653,21938579.0,98568,37741029.0,,184,undefined,./data-milestraveled2015_3Q.csv,,,1471994256.0
9/20/15,40099,21978678.0,90483,37831512.0,,3598,234,./data-milestraveled2015_3Q.csv,,,147602.0
9/21/15,47178,22025856.0,85002,37916514.0,,1290,249,./data-milestraveled2015_3Q.csv,,,147960.0
9/22/15,48664,22074520.0,84251,38000765.0,,1080,191,./data-milestraveled2015_3Q.csv,,,148254.0
9/23/15,48175,22122695.0,88117,38088882.0,,1568,218,./data-milestraveled2015_3Q.csv,,,148522.0
9/24/15,52706,22175401.0,96872,38185754.0,,1766,204,./data-milestraveled2015_3Q.csv,,,148809.0
9/25/15,51367,22226768.0,95467,38281221.0,,2059,193,./data-milestraveled2015_3Q.csv,,,149055.0
9/26/15,42559,22269327.0,93740,38374961.0,,3769,219,./data-milestraveled2015_3Q.csv,,,149309.0
9/27/15,38278,22307605.0,82841,38457802.0,,2940,151,./data-milestraveled2015_3Q.csv,,,149566.0
9/28/15,48009,22355614.0,90180,38547982.0,,1505,223,./data-milestraveled2015_3Q.csv,,,149886.0
9/29/15,48728,22404342.0,87702,38635684.0,,1284,173,./data-milestraveled2015_3Q.csv,,,150277.0
9/30/15,39450,22443792.0,65081,38700765.0,,744,77,./data-milestraveled2015_3Q.csv,,,150811.0
10/1/15,34719,21391023.0,55662,38756427.0,150933.0,804,92,./data-milestraveled2015_4Q.csv,,,
10/2/15,9444,21400467.0,12111,38768538.0,150976.0,65,4,./data-milestraveled2015_4Q.csv,,,
10/3/15,16564,21417031.0,25241,38793779.0,151027.0,489,64,./data-milestraveled2015_4Q.csv,,,
10/4/15,30214,21447245.0,59317,38853096.0,151167.0,2005,127,./data-milestraveled2015_4Q.csv,,,
10/5/15,44581,21491826.0,78665,38931761.0,151361.0,1193,176,./data-milestraveled2015_4Q.csv,,,
10/6/15,49720,21541546.0,89905,39021666.0,151461.0,1328,167,./data-milestraveled2015_4Q.csv,,,
10/7/15,50141,21591687.0,89586,39111252.0,151579.0,1211,172,./data-milestraveled2015_4Q.csv,,,
10/8/15,50179,21641866.0,88959,39200211.0,151968.0,1436,180,./data-milestraveled2015_4Q.csv,,,
10/9/15,37283,21679149.0,65046,39265257.0,152132.0,1302,97,./data-milestraveled2015_4Q.csv,,,
10/10/15,39348,21718497.0,87575,39352832.0,152260.0,3864,206,./data-milestraveled2015_4Q.csv,,,
10/11/15,38967,21757464.0,92607,39445439.0,152421.0,4004,171,./data-milestraveled2015_4Q.csv,,,
10/12/15,45584,21803048.0,102884,39548323.0,153049.0,2452,189,./data-milestraveled2015_4Q.csv,,,
10/13/15,49047,21852095.0,101421,39649744.0,153382.0,1235,151,./data-milestraveled2015_4Q.csv,,,
10/14/15,50000,21902095.0,99751,39749495.0,153619.0,1069,150,./data-milestraveled2015_4Q.csv,,,
10/15/15,48783,21950878.0,96975,39846470.0,153784.0,1318,155,./data-milestraveled2015_4Q.csv,,,
10/16/15,46486,21997364.0,93266,39939736.0,153866.0,1522,118,./data-milestraveled2015_4Q.csv,,,
10/17/15,31811,22029175.0,70864,40010600.0,154026.0,2239,120,./data-milestraveled2015_4Q.csv,,,
10/18/15,23978,22053153.0,49590,40060190.0,154092.0,1141,75,./data-milestraveled2015_4Q.csv,,,
10/19/15,36570,22089723.0,66941,40127131.0,154422.0,661,116,./data-milestraveled2015_4Q.csv,,,
10/20/15,45377,22135100.0,89988,40217119.0,154499.0,1093,147,./data-milestraveled2015_4Q.csv,,,
10/21/15,49121,22184221.0,100309,40317428.0,154626.0,1339,162,./data-milestraveled2015_4Q.csv,,,
10/22/15,49604,22233825.0,100026,40417454.0,154799.0,1342,177,./data-milestraveled2015_4Q.csv,,,
10/23/15,44681,22278506.0,90710,40508164.0,154935.0,1429,123,./data-milestraveled2015_4Q.csv,,,
10/24/15,31713,22310219.0,71472,40579636.0,155028.0,2254,101,./data-milestraveled2015_4Q.csv,,,
10/25/15,29289,22339508.0,62798,40642434.0,155118.0,1761,90,./data-milestraveled2015_4Q.csv,,,
10/26/15,42166,22381674.0,81381,40723815.0,155296.0,1039,154,./data-milestraveled2015_4Q.csv,,,
10/27/15,44553,22426227.0,83174,40806989.0,155445.0,866,86,./data-milestraveled2015_4Q.csv,,,
10/28/15,20736,22446963.0,34040,40841029.0,155572.0,128,25,./data-milestraveled2015_4Q.csv,,,
10/29/15,45359,22492322.0,90367,40931396.0,155697.0,1179,167,./data-milestraveled2015_4Q.csv,,,
10/30/15,44521,22536843.0,90284,41021680.0,155873.0,1558,154,./data-milestraveled2015_4Q.csv,,,
10/31/15,31759,22568602.0,70082,41091762.0,156005.0,2206,145,./data-milestraveled2015_4Q.csv,,,
11/1/15,30622,22599224.0,66939,41158701.0,156096.0,2090,111,./data-milestraveled2015_4Q.csv,,,
11/2/15,44534,22643758.0,89099,41247800.0,156208.0,1316,190,./data-milestraveled2015_4Q.csv,,,
11/3/15,49326,22693084.0,100760,41348560.0,156301.0,1567,166,./data-milestraveled2015_4Q.csv,,,
11/4/15,49487,22742571.0,99144,41447704.0,156400.0,1217,139,./data-milestraveled2015_4Q.csv,,,
11/5/15,43006,22785577.0,81276,41528980.0,156499.0,849,108,./data-milestraveled2015_4Q.csv,,,
11/6/15,47162,22832739.0,95321,41624301.0,156561.0,1571,122,./data-milestraveled2015_4Q.csv,,,
11/7/15,35586,22868325.0,79866,41704167.0,156647.0,2643,149,./data-milestraveled2015_4Q.csv,,,
11/8/15,32318,22900643.0,73329,41777496.0,156743.0,2361,99,./data-milestraveled2015_4Q.csv,,,
11/9/15,42262,22942905.0,78410,41855906.0,156820.0,899,102,./data-milestraveled2015_4Q.csv,,,
11/10/15,21585,22964490.0,34847,41890753.0,156963.0,120,42,./data-milestraveled2015_4Q.csv,,,
11/11/15,37705,23002195.0,68696,41959449.0,157038.0,712,95,./data-milestraveled2015_4Q.csv,,,
11/12/15,37319,23039514.0,64556,42024005.0,157143.0,430,61,./data-milestraveled2015_4Q.csv,,,
11/13/15,38970,23078484.0,70190,42094195.0,157226.0,892,78,./data-milestraveled2015_4Q.csv,,,
11/14/15,25300,23103784.0,50403,42144598.0,157296.0,1349,72,./data-milestraveled2015_4Q.csv,,,
11/15/15,25991,23129775.0,54736,42199334.0,157392.0,1497,78,./data-milestraveled2015_4Q.csv,,,
11/16/15,40916,23170691.0,78389,42277723.0,157491.0,833,105,./data-milestraveled2015_4Q.csv,,,
11/17/15,38939,23209630.0,68151,42345874.0,157570.0,488,66,./data-milestraveled2015_4Q.csv,,,
11/18/15,41486,23251116.0,73030,42418904.0,157628.0,498,82,./data-milestraveled2015_4Q.csv,,,
11/19/15,21890,23273006.0,36884,42455788.0,157666.0,167,37,./data-milestraveled2015_4Q.csv,,,
11/20/15,38205,23311211.0,71192,42526980.0,157702.0,890,73,./data-milestraveled2015_4Q.csv,,,
11/21/15,28038,23339249.0,56288,42583268.0,157731.0,1572,65,./data-milestraveled2015_4Q.csv,,,
11/22/15,23344,23362593.0,44743,42628011.0,157781.0,905,39,./data-milestraveled2015_4Q.csv,,,
11/23/15,30136,23392729.0,51812,42679823.0,157830.0,382,43,./data-milestraveled2015_4Q.csv,,,
11/24/15,32218,23424947.0,53981,42733804.0,157870.0,392,43,./data-milestraveled2015_4Q.csv,,,
11/25/15,30295,23455242.0,55504,42789308.0,157893.0,636,54,./data-milestraveled2015_4Q.csv,,,
11/26/15,13291,23468533.0,35956,42825264.0,157907.0,1436,61,./data-milestraveled2015_4Q.csv,,,
11/27/15,22829,23491362.0,51342,42876606.0,157929.0,1859,78,./data-milestraveled2015_4Q.csv,,,
11/28/15,15832,23507194.0,32196,42908802.0,157952.0,1061,45,./data-milestraveled2015_4Q.csv,,,
11/29/15,18453,23525647.0,36854,42945656.0,157997.0,888,45,./data-milestraveled2015_4Q.csv,,,
11/30/15,30221,23555868.0,52674,42998330.0,158047.0,346,62,./data-milestraveled2015_4Q.csv,,,
12/1/15,18399,23574267.0,29273,43027603.0,158067.0,61,22,./data-milestraveled2015_4Q.csv,,,
12/2/15,23782,23598049.0,39484,43067087.0,158096.0,138,29,./data-milestraveled2015_4Q.csv,,,
12/3/15,33917,23631966.0,59184,43126271.0,158130.0,348,42,./data-milestraveled2015_4Q.csv,,,
12/4/15,34737,23666703.0,61717,43187988.0,158157.0,549,60,./data-milestraveled2015_4Q.csv,,,
12/5/15,26355,23693058.0,56227,43244215.0,158183.0,1638,66,./data-milestraveled2015_4Q.csv,,,
12/6/15,24942,23718000.0,52485,43296700.0,158214.0,1321,53,./data-milestraveled2015_4Q.csv,,,
12/7/15,34139,23752139.0,60929,43357629.0,158251.0,554,84,./data-milestraveled2015_4Q.csv,,,
12/8/15,35614,23787753.0,59619,43417248.0,158284.0,411,69,./data-milestraveled2015_4Q.csv,,,
12/9/15,35305,23823058.0,59954,43477202.0,158317.0,355,33,./data-milestraveled2015_4Q.csv,,,
12/10/15,39099,23862157.0,69925,43547127.0,158357.0,638,67,./data-milestraveled2015_4Q.csv,,,
12/11/15,39059,23901216.0,72153,43619280.0,158388.0,822,63,./data-milestraveled2015_4Q.csv,,,
12/12/15,31956,23933172.0,68858,43688138.0,158427.0,2192,51,./data-milestraveled2015_4Q.csv,,,
12/13/15,32001,23965173.0,72863,43761001.0,158468.0,2470,68,./data-milestraveled2015_4Q.csv,,,
12/14/15,32518,23997691.0,57195,43818196.0,158529.0,606,56,./data-milestraveled2015_4Q.csv,,,
12/15/15,38660,24036351.0,67753,43885949.0,158572.0,606,54,./data-milestraveled2015_4Q.csv,,,
12/16/15,35643,24071994.0,61011,43946960.0,158617.0,436,50,./data-milestraveled2015_4Q.csv,,,
12/17/15,21960,24093954.0,35033,43981993.0,158643.0,120,26,./data-milestraveled2015_4Q.csv,,,
12/18/15,30699,24124653.0,51270,44033263.0,158671.0,384,38,./data-milestraveled2015_4Q.csv,,,
12/19/15,17776,24142429.0,30995,44064258.0,158692.0,527,31,./data-milestraveled2015_4Q.csv,,,
12/20/15,17029,24159458.0,30624,44094882.0,158732.0,604,36,./data-milestraveled2015_4Q.csv,,,
12/21/15,29800,24189258.0,54373,44149255.0,158772.0,494,29,./data-milestraveled2015_4Q.csv,,,
12/22/15,22941,24212199.0,39410,44188665.0,158793.0,274,26,./data-milestraveled2015_4Q.csv,,,
12/23/15,14817,24227016.0,28228,44216893.0,158825.0,172,19,./data-milestraveled2015_4Q.csv,,,
12/24/15,18445,24245461.0,35231,44252124.0,158844.0,660,64,./data-milestraveled2015_4Q.csv,,,
12/25/15,12331,24257792.0,37829,44289953.0,158883.0,2171,84,./data-milestraveled2015_4Q.csv,,,
12/26/15,13912,24271704.0,30690,44320643.0,158933.0,1021,96,./data-milestraveled2015_4Q.csv,,,
12/27/15,13176,24284880.0,30096,44350739.0,158993.0,1064,83,./data-milestraveled2015_4Q.csv,,,
12/28/15,18889,24303769.0,39889,44390628.0,159046.0,756,69,./data-milestraveled2015_4Q.csv,,,
12/29/15,13347,24317116.0,24451,44415079.0,159081.0,211,36,./data-milestraveled2015_4Q.csv,,,
12/30/15,22476,24339592.0,43736,44458815.0,159148.0,888,57,./data-milestraveled2015_4Q.csv,,,
12/31/15,20375,24359967.0,40032,44498847.0,159215.0,1072,54,./data-milestraveled2015_4Q.csv,,,
